,open,high,low,close,volume
2024-10-01 08:00:00,1.1001861414434941,1.1001413318402513,1.1000017409638756,1.1001215079006572,394
2024-10-01 08:15:00,1.0995738885473203,1.0999667139245088,1.0994092502826693,1.09960340906458,550
2024-10-01 08:30:00,1.1004543377007683,1.1007430958334825,1.100402589062452,1.100547545001142,314
2024-10-01 08:45:00,1.0992109181226832,1.0995440783375316,1.0990576627071496,1.0995298587361366,731
2024-10-01 09:00:00,1.1003514403959707,1.1005068443842418,1.099880990675756,1.1002487203746567,993
2024-10-01 09:15:00,1.0990619213633142,1.0992838281945154,1.0987291490671836,1.0991684615312465,666
2024-10-01 09:30:00,1.0992542282176272,1.0997900994275336,1.0994208760392012,1.0994882115847693,126
2024-10-01 09:45:00,1.0996802908005288,1.100427810804042,1.0999406137524015,1.100254743243185,729
2024-10-01 10:00:00,1.10052405095027,1.1007802615648998,1.1000243756238428,1.1005295539312803,832
2024-10-01 10:15:00,1.1006044631172436,1.1005889248543068,1.1001123475190488,1.1002500127979096,330
2024-10-01 10:30:00,1.1004427643750623,1.1002694537855273,1.0997869082821232,1.1001105125321526,664
2024-10-01 10:45:00,1.0999303735902668,1.1004542634277814,1.100010240300734,1.100021792841584,906
2024-10-01 11:00:00,1.0993166492981548,1.1001785850602654,1.099385303520245,1.0994370917102272,420
2024-10-01 11:15:00,1.0999141934684604,1.1000595071938866,1.0995553406359995,1.0998204386172454,332
2024-10-01 11:30:00,1.0997543722641576,1.1001271709901494,1.0997583524884713,1.0999540493519953,769
2024-10-01 11:45:00,1.1007772962465803,1.1007778514824293,1.1002440202195212,1.1007169378666164,536
2024-10-01 12:00:00,1.1005174099700004,1.1004755376763349,1.0999212318094056,1.1003641939143234,880
2024-10-01 12:15:00,1.0995602593526668,1.0994960682639046,1.0989008453016456,1.0993148727078899,632
2024-10-01 12:30:00,1.1003424119710048,1.1003884197225426,1.1001747739758478,1.1003624427863008,502
2024-10-01 12:45:00,1.0999711329273918,1.1000585708480448,1.099893126617396,1.100011867677427,152
2024-10-01 13:00:00,1.0996943593161632,1.1002202904520124,1.0997217467776297,1.0998699558335145,886
2024-10-01 13:15:00,1.100352886923312,1.1005945892471103,1.1004400608643727,1.10051826299412,412
2024-10-01 13:30:00,1.1006866368485992,1.100833213425602,1.100566841080826,1.1007319326269795,380
2024-10-01 13:45:00,1.1007595540426849,1.1008096440311583,1.1004845939309402,1.1006860809413217,825
2024-10-01 14:00:00,1.099987557061431,1.0999511220034062,1.099797173914887,1.0998048401361844,130
2024-10-01 14:15:00,1.099913214935766,1.1002036181822479,1.0997220320201242,1.100073850725902,436
2024-10-01 14:30:00,1.1006966343593534,1.100516432288275,1.1002350165991832,1.1003980966455615,282
2024-10-01 14:45:00,1.1006700207892446,1.100850540853699,1.1006130612098273,1.100724245509453,122
2024-10-01 15:00:00,1.0999966203841316,1.1000878263000702,1.0997693842298069,1.1000008938430013,643
2024-10-01 15:15:00,1.1000022171537944,1.1007742797292175,1.0992970967034348,1.100151659489624,545
2024-10-01 15:30:00,1.0992104814549306,1.0999566669180145,1.0993506997968734,1.0996953295069851,173
2024-10-01 15:45:00,1.0998312107772519,1.0997522087576301,1.0991324875643462,1.0996544016979797,109
2024-10-01 16:00:00,1.1008101447166678,1.1010231401138986,1.1005540436548285,1.1006627759372494,583
2024-10-01 16:15:00,1.100882375544946,1.101061063668276,1.1006027400879816,1.1009386410563695,555
2024-10-01 16:30:00,1.100241922140771,1.1008399613578794,1.09984011955461,1.1002285239973262,665
2024-10-01 16:45:00,1.1008734913666351,1.1010727294163694,1.1004220554868807,1.1007703035230942,663
2024-10-01 17:00:00,1.1001408539313269,1.101014600679012,1.1003130527423106,1.1004533631027043,759
2024-10-01 17:15:00,1.0998481826934408,1.1000594472741223,1.0998500420643909,1.09995399322891,259
2024-10-01 17:30:00,1.1006201118609233,1.1004667844387557,1.1004471827513351,1.100461258924999,981
2024-10-01 17:45:00,1.1008027295368756,1.101556518615192,1.1009104751733425,1.1010535874215095,113
2024-10-01 18:00:00,1.100329375721187,1.1003687423468829,1.1002476175674356,1.1002706641347537,277
2024-10-01 18:15:00,1.100803590637323,1.1011406371568904,1.1006900093309913,1.1010749069982477,511
2024-10-01 18:30:00,1.0990800066308146,1.099235542308683,1.098687840588494,1.098986720634328,977
2024-10-01 18:45:00,1.100704424158133,1.1013748930472949,1.1005634254796441,1.1007115524545925,152
2024-10-01 19:00:00,1.1000251063893751,1.1004188171199887,1.0998811581829582,1.1003481327525562,507
2024-10-01 19:15:00,1.1003920614301272,1.100390373117402,1.1000306790109462,1.100159113559236,946
2024-10-01 19:30:00,1.1002115873234093,1.1008020815125028,1.0999082777015785,1.1003585056387688,121
2024-10-01 19:45:00,1.0991607983218297,1.0996659750221947,1.0990677822865986,1.0993228488092326,129
2024-10-01 20:00:00,1.1002509191780927,1.1003123542608948,1.1001062096983243,1.1002108053386466,802
2024-10-01 20:15:00,1.1007329330542388,1.1006277919585234,1.1003984282730577,1.100503205584353,359
2024-10-01 20:30:00,1.1008644399732044,1.101257438896832,1.1009711138216347,1.101067604337,304
2024-10-01 20:45:00,1.100085866191494,1.1007547380788658,1.0994505058264563,1.1000735302215245,158
2024-10-01 21:00:00,1.100018189845313,1.0999869864217644,1.0998178459095773,1.0999324265452468,570
2024-10-01 21:15:00,1.1002284239623858,1.1001642690168232,1.0999607903467759,1.1000898028409332,875
2024-10-01 21:30:00,1.1008376787486642,1.1009401987074707,1.1004933054013992,1.1008023904376087,565
2024-10-01 21:45:00,1.1004396673818027,1.1007680262604587,1.1004414362019113,1.1005130729496193,111
2024-10-01 22:00:00,1.0999223072648086,1.1003369260539015,1.1000101126651922,1.1000878253089383,730
2024-10-01 22:15:00,1.1006305759200197,1.100870172291183,1.1005544421886848,1.1006133471434103,389
2024-10-01 22:30:00,1.1001948324151627,1.1004307300887257,1.1003877798397357,1.10040926021756,949
2024-10-01 22:45:00,1.1002647818574853,1.1009923491882139,1.1008378852832312,1.1008490519541843,859
2024-10-01 23:00:00,1.100105022888843,1.1001614048757353,1.0997994220649203,1.1000177109280114,453
2024-10-01 23:15:00,1.1003897013859003,1.100309013049269,1.1001933306519407,1.100208914417683,738
2024-10-01 23:30:00,1.0997081129433397,1.1004919614137256,1.0999609074072836,1.1001806994304482,174
2024-10-01 23:45:00,1.0994470579080382,1.0998020089686367,1.0996247890749475,1.0996490040489801,972
2024-10-02 00:00:00,1.1006566605298116,1.1006137921581984,1.1005092391205156,1.1005328296776105,815
2024-10-02 00:15:00,1.1009308042851425,1.1008129343059347,1.0999198449858405,1.1005193051912001,660
2024-10-02 00:30:00,1.1003995010409988,1.1005286302774866,1.1001204439970529,1.1003953422994637,690
2024-10-02 00:45:00,1.100133899432241,1.1003926901684002,1.1001755534777173,1.1002795000204868,540
2024-10-02 01:00:00,1.0996565369439604,1.0999202128171748,1.0993937131992233,1.0996931162321812,340
2024-10-02 01:15:00,1.1004694622416853,1.100471136555109,1.0993256103443976,1.1001944869578557,960
2024-10-02 01:30:00,1.1001082675411824,1.100498342153039,1.0996109479655731,1.1002374603770073,253
2024-10-02 01:45:00,1.0998518486153617,1.1004183783743333,1.0999698101282454,1.1000116870166918,885
2024-10-02 02:00:00,1.1002396421070653,1.1004602212824688,1.1000037359664805,1.1003361908115017,195
2024-10-02 02:15:00,1.1004322013901222,1.1011859058555413,1.1003108953336362,1.100622867111774,825
2024-10-02 02:30:00,1.1013924767132033,1.1016000794097354,1.1011841104784854,1.1013679426500043,393
2024-10-02 02:45:00,1.1008410823135406,1.10088954303284,1.1002001219528945,1.1005161466218467,308
2024-10-02 03:00:00,1.1006262567814475,1.1010952570014956,1.1003745102386158,1.1005616409268244,442
2024-10-02 03:15:00,1.1003491800891867,1.1008484640830587,1.0998254413834518,1.1003996507896119,187
2024-10-02 03:30:00,1.0994231339020946,1.0996778058527839,1.0994242914356487,1.0994814961558776,917
2024-10-02 03:45:00,1.100118994680095,1.1004483082431076,1.1003664029798805,1.1004316328418344,875
2024-10-02 04:00:00,1.100655634855991,1.1005630034884577,1.100217992581355,1.1004790129005617,489
2024-10-02 04:15:00,1.1016689594284634,1.1020221735820555,1.1015358223014742,1.1016845268678659,424
2024-10-02 04:30:00,1.1003246373625468,1.10109445893915,1.100315607673722,1.100360733345265,988
2024-10-02 04:45:00,1.1012503170284231,1.1006504618694468,1.1005022072141144,1.1006116955148542,931
2024-10-02 05:00:00,1.10050732455654,1.1004803924132485,1.0997265492992954,1.100447573974867,256
2024-10-02 05:15:00,1.0997342406469226,1.1001023288441112,1.0998673132178316,1.0998845988569417,767
2024-10-02 05:30:00,1.1009590857798,1.101188660068562,1.1009840275850267,1.1010443572990412,750
2024-10-02 05:45:00,1.1010826095659985,1.1009200856314427,1.1005377241053567,1.100852920424159,732
2024-10-02 06:00:00,1.100899131979477,1.101113620234003,1.1005448201174821,1.1008764778973694,676
2024-10-02 06:15:00,1.099742620616819,1.1001717167196232,1.0996741671208143,1.1000302762124825,718
2024-10-02 06:30:00,1.101374220898295,1.1017549824603226,1.1009987560447714,1.10119037511138,758
2024-10-02 06:45:00,1.09965843162344,1.1001956864543943,1.0994491589667286,1.0997920604405478,236
2024-10-02 07:00:00,1.1011650820901195,1.1012683785228679,1.1003003930751858,1.1007904225348761,773
2024-10-02 07:15:00,1.101812239430056,1.1017495945198423,1.1012523261990075,1.101596229816913,527
2024-10-02 07:30:00,1.099920277478343,1.1003066233035523,1.099918951217903,1.1000097418574748,551
2024-10-02 07:45:00,1.1004820724436177,1.1002636052473007,1.0999995864162648,1.1002258691712707,711
2024-10-02 08:00:00,1.1005764228367536,1.1005795692083349,1.1005436102306703,1.1005628517346482,949
2024-10-02 08:15:00,1.1004358509761025,1.1005935536966194,1.100166667517987,1.1002652962410782,918
2024-10-02 08:30:00,1.0998426569320943,1.1002534497575498,1.0996493032040005,1.0997457103686354,240
2024-10-02 08:45:00,1.1003900602566052,1.1010181966834416,1.100432755361333,1.1005593315876034,182
2024-10-02 09:00:00,1.099869196292906,1.1000453086289432,1.0995137928786518,1.0999979062593694,276
2024-10-02 09:15:00,1.1009758545110984,1.1008979266685663,1.100633802057128,1.1007698623475821,297
2024-10-02 09:30:00,1.1000104069647585,1.100380993343758,1.1000041150405928,1.10007736203118,723
2024-10-02 09:45:00,1.101235319674189,1.1018125063683972,1.101026823216351,1.1013160493668375,667
2024-10-02 10:00:00,1.099962439018323,1.1004004147093813,1.0997966223875153,1.1001534635341927,790
2024-10-02 10:15:00,1.1004727872514086,1.1004100628284466,1.100019785093749,1.10038806743829,520
2024-10-02 10:30:00,1.1013723698049585,1.1013468530910322,1.100780644800155,1.1009598648211099,500
2024-10-02 10:45:00,1.099728175487389,1.100330205701859,1.0997313302475467,1.09994168207024,797
2024-10-02 11:00:00,1.1006796961031255,1.1007755876215781,1.1005855831607831,1.100674852211791,570
2024-10-02 11:15:00,1.1015011457487454,1.101719408095249,1.1008059895936688,1.1012187016376622,317
2024-10-02 11:30:00,1.0997494683810236,1.0998432740646817,1.099720379983163,1.0997653966592726,927
2024-10-02 11:45:00,1.1007559375811014,1.1011164061077867,1.10062779028581,1.1006654632218513,828
2024-10-02 12:00:00,1.1004946170001122,1.1007808186249675,1.1006551741584565,1.1007070957057417,731
2024-10-02 12:15:00,1.1010577351799795,1.1010538908314622,1.1009674000462635,1.100972073760538,274
2024-10-02 12:30:00,1.0999292661322415,1.100775760978125,1.099637812459174,1.0999666949852425,122
2024-10-02 12:45:00,1.1001260960493071,1.0999452385101265,1.099496934785393,1.0999289500501712,824
2024-10-02 13:00:00,1.101091634365867,1.1009234375146166,1.1003758056365867,1.1008541571555541,334
2024-10-02 13:15:00,1.1012635994537978,1.1009545486348382,1.1004915983208987,1.1007456867253942,112
2024-10-02 13:30:00,1.1008423754646253,1.1012811356584662,1.1004290311251457,1.1007264488299826,200
2024-10-02 13:45:00,1.1008435937889067,1.1011164040344545,1.100132417491509,1.1007784345255902,635
2024-10-02 14:00:00,1.1003080829364,1.100349872683251,1.1000775175517776,1.1002692060760846,975
2024-10-02 14:15:00,1.1006587200429243,1.1010613110741088,1.1003324263634642,1.1007293533014864,622
2024-10-02 14:30:00,1.1008314674742796,1.1015357786465623,1.1002711661575464,1.1007637707055873,884
2024-10-02 14:45:00,1.100204986493929,1.100281832306161,1.0999611216491538,1.1002640667759567,551
2024-10-02 15:00:00,1.1015918299518284,1.1015623165441484,1.1013516926530211,1.1015581377565744,530
2024-10-02 15:15:00,1.1011296944846116,1.100873412503623,1.1001904442358867,1.10086617497749,892
2024-10-02 15:30:00,1.099836306271409,1.1000970402126953,1.0997430851383674,1.1000376147844648,705
2024-10-02 15:45:00,1.101193527065641,1.1010088594769922,1.1008681019383626,1.1009655513534151,812
2024-10-02 16:00:00,1.1004173647434847,1.100326040332081,1.0994041200155547,1.1001539417300168,632
2024-10-02 16:15:00,1.1010152191776355,1.1012028905654057,1.1003515501112564,1.1010388328830336,951
2024-10-02 16:30:00,1.1008042254068964,1.101238422367763,1.100811724646669,1.1012285963866981,822
2024-10-02 16:45:00,1.1001214010566318,1.1004059928853909,1.0997493458299636,1.1002429654540506,751
2024-10-02 17:00:00,1.101398401603193,1.1013528564286839,1.1008322315642778,1.1011390026938808,392
2024-10-02 17:15:00,1.1008631394962989,1.1008996421770663,1.100135787386857,1.1008677131087587,909
2024-10-02 17:30:00,1.100876500294861,1.1011528539065463,1.100661078895767,1.10107636074132,200
2024-10-02 17:45:00,1.101516780184436,1.1020689330652567,1.101448562432666,1.1016177351686818,601
2024-10-02 18:00:00,1.1007187766406863,1.1013459435779034,1.100372226332886,1.1005506526353854,403
2024-10-02 18:15:00,1.1004098333408805,1.1006279386828168,1.100044461959606,1.1003004866272401,970
2024-10-02 18:30:00,1.1001888190908045,1.1006104310683875,1.1000089269337023,1.1002366055106383,639
2024-10-02 18:45:00,1.1002041007166372,1.1008994826687226,1.1001931081718095,1.1002774655990002,652
2024-10-02 19:00:00,1.1005724762729994,1.1007536341810322,1.1006195675716226,1.1006508279028082,454
2024-10-02 19:15:00,1.1006794807240556,1.1009753950207541,1.1008451848225855,1.1008639627609553,402
2024-10-02 19:30:00,1.1011588153271383,1.1012579936976596,1.1006095508125844,1.1008357401892443,595
2024-10-02 19:45:00,1.101050530336287,1.1013483394364065,1.1010307919070692,1.1011149944301293,757
2024-10-02 20:00:00,1.1009553434717474,1.101045084521222,1.1002040247233238,1.1007119117675823,867
2024-10-02 20:15:00,1.1017404490866385,1.101961867009281,1.1014066839882155,1.101436185876254,326
2024-10-02 20:30:00,1.1007807606167181,1.1008618019550327,1.1002845211049432,1.1005810984370885,335
2024-10-02 20:45:00,1.1019911953904906,1.1024589859815326,1.1017464426578696,1.1020775194530343,972
2024-10-02 21:00:00,1.1011150225777215,1.1012507781788672,1.1009803083143082,1.1010342765596541,991
2024-10-02 21:15:00,1.1002920330023174,1.1006355876549607,1.0998792714376922,1.1002968721235955,554
2024-10-02 21:30:00,1.1000132722966591,1.1003513687486892,1.0999185176870045,1.1001940126688052,112
2024-10-02 21:45:00,1.1010395749978337,1.1011215155098577,1.1005035529604024,1.1009747031414894,309
2024-10-02 22:00:00,1.1003899355990052,1.1009923818999046,1.100328855116266,1.100625743557237,840
2024-10-02 22:15:00,1.1013360190906702,1.1013123827420297,1.1008162518565816,1.101098483212978,496
2024-10-02 22:30:00,1.1008891863347912,1.1010542074136984,1.1006873635761893,1.100982109794251,199
2024-10-02 22:45:00,1.100753316472842,1.1008255307839323,1.1006456945966685,1.1007130845416675,130
2024-10-02 23:00:00,1.1003867677293033,1.100543398145455,1.1001650945252868,1.100330110154994,997
2024-10-02 23:15:00,1.0999483104229764,1.100133370411163,1.0997095880812582,1.1000000914177173,627
2024-10-02 23:30:00,1.100655604330354,1.1006465554198046,1.100506652918215,1.1005382655700588,748
2024-10-02 23:45:00,1.1010987497279616,1.1015415294002953,1.1007935228108106,1.101193730459286,428
2024-10-03 00:00:00,1.101050845409713,1.1012009049485016,1.1006961756570364,1.1008765859502216,265
2024-10-03 00:15:00,1.099881481768783,1.1003354583869158,1.1000547431245897,1.1001506777048324,558
2024-10-03 00:30:00,1.1008894214890554,1.1010420759505368,1.1003862474530868,1.1008641455731463,921
2024-10-03 00:45:00,1.1013620076159285,1.1010670857479112,1.100842079394729,1.100974221816117,199
2024-10-03 01:00:00,1.100143576159263,1.1004414823308568,1.100337751084506,1.1003436424241841,720
2024-10-03 01:15:00,1.1007308927171844,1.101241775784205,1.1007006947249642,1.1008664417112894,954
2024-10-03 01:30:00,1.1009254731035036,1.101099899639334,1.1007555172933525,1.100822691533572,272
2024-10-03 01:45:00,1.1002620263978533,1.1002815806823982,1.0998168679124734,1.1002261100414654,848
2024-10-03 02:00:00,1.1010506229064418,1.1011373137927427,1.1009429295357926,1.100980496886587,261
2024-10-03 02:15:00,1.1011838409116586,1.1014007062533802,1.1009571818232915,1.1010860034856291,827
2024-10-03 02:30:00,1.1014780891537772,1.1015624479672277,1.1013144556091552,1.1013511448600648,875
2024-10-03 02:45:00,1.1015624682489176,1.1017630666694356,1.1011775388718155,1.1013405282805264,362
2024-10-03 03:00:00,1.1002107643179484,1.1005957893386198,1.1001141425654648,1.1001288005865626,903
2024-10-03 03:15:00,1.100304479235692,1.1005345337520194,1.1003405532592545,1.1003527307666157,373
2024-10-03 03:30:00,1.1012176836764502,1.1014672977419586,1.1008725714298677,1.1010831689362097,102
2024-10-03 03:45:00,1.1014665286810723,1.1016129905486887,1.100887682018828,1.1010865522940934,127
2024-10-03 04:00:00,1.101064664428546,1.1017157700001876,1.1006704095962827,1.1010911911778225,425
2024-10-03 04:15:00,1.1025691352350948,1.1032729780065158,1.1022391680730728,1.1027640410960289,248
2024-10-03 04:30:00,1.1013485447559377,1.1011904338622411,1.100753969651463,1.1011271286220803,639
2024-10-03 04:45:00,1.101389397970065,1.1014424881364169,1.101205602643517,1.1014134742028558,587
2024-10-03 05:00:00,1.1008921663713414,1.101490176006587,1.1011111781008736,1.1013267002805442,921
2024-10-03 05:15:00,1.1013488873759127,1.1012991438747883,1.1009109257273992,1.1011794030404827,537
2024-10-03 05:30:00,1.1005930151713508,1.100711371219269,1.100611595905054,1.1007000808085416,164
2024-10-03 05:45:00,1.1012231014006797,1.1015721986217455,1.1008668854353385,1.1012412080571405,455
2024-10-03 06:00:00,1.100545714921771,1.1005135871502558,1.100277271668384,1.1004793188556572,632
2024-10-03 06:15:00,1.1007894301115437,1.1007964207040266,1.1006676319269209,1.100751330175588,351
2024-10-03 06:30:00,1.1007729560845034,1.1007401493847397,1.1003804616050976,1.1006310657210756,334
2024-10-03 06:45:00,1.1008315953066012,1.1009357762678316,1.1002751478423833,1.1009186925807153,326
2024-10-03 07:00:00,1.102141713970026,1.1021314333410586,1.101682813284682,1.102039092810391,624
2024-10-03 07:15:00,1.0999002296112736,1.1004651894645874,1.0998591927337222,1.0999521389467903,412
2024-10-03 07:30:00,1.101380671750483,1.1016373652809373,1.101042776590026,1.1012329096543056,148
2024-10-03 07:45:00,1.100210503136358,1.1003104088677624,1.09996328991032,1.1000874296395555,217
2024-10-03 08:00:00,1.1004747419178789,1.100713089289726,1.1006062433606245,1.1006618296582877,153
2024-10-03 08:15:00,1.1016634753289332,1.101501473906604,1.1014073326957783,1.1014462789056982,749
2024-10-03 08:30:00,1.1008307589437716,1.100943481812714,1.1009248081912006,1.1009379516327944,664
2024-10-03 08:45:00,1.1005325588099704,1.1004752217619225,1.1003268466498255,1.100370947250314,143
2024-10-03 09:00:00,1.100629633263361,1.1007181037047735,1.1002670120656424,1.1005561758006808,914
2024-10-03 09:15:00,1.1016252712811692,1.1014911259634308,1.1005944776453327,1.10125763454581,152
2024-10-03 09:30:00,1.1005119671750418,1.1006154139480455,1.1003894128360139,1.1005566603715162,685
2024-10-03 09:45:00,1.1009642176389742,1.1013275928314823,1.100623140104324,1.1010340809981978,657
2024-10-03 10:00:00,1.1009487617182134,1.1010751214661054,1.1009261610248857,1.100952645639391,624
2024-10-03 10:15:00,1.1005474316051012,1.1011188426429395,1.0998341547603718,1.100608067561668,776
2024-10-03 10:30:00,1.1021698361765542,1.1023185944873635,1.1017687454257747,1.1020098477961657,201
2024-10-03 10:45:00,1.1009355811570067,1.1014006225234179,1.100767108237061,1.101258843278694,891
2024-10-03 11:00:00,1.099722584006409,1.1000101294105327,1.0994300102460155,1.0999333204902384,869
2024-10-03 11:15:00,1.1008295663726682,1.1013379342521676,1.1008770504844716,1.101043126956984,948
2024-10-03 11:30:00,1.100813076101642,1.101122656916586,1.1004523196594915,1.1006230145832472,967
2024-10-03 11:45:00,1.1017262551735778,1.1016884435185668,1.1008956135121228,1.1013841324990614,497
2024-10-03 12:00:00,1.1005447736347718,1.1011179257478787,1.100451925156183,1.1005656634784793,237
2024-10-03 12:15:00,1.100874799298356,1.1012924367330148,1.1008474895349634,1.100908563642994,774
2024-10-03 12:30:00,1.1012364439518727,1.1014098790925586,1.1010479292450654,1.10122243351925,486
2024-10-03 12:45:00,1.1016392011533982,1.1014146528079398,1.1011023984736688,1.1014068254928766,210
2024-10-03 13:00:00,1.100192337081458,1.1005331054144367,1.1001830244447761,1.100377807708296,713
2024-10-03 13:15:00,1.1008623871064822,1.1010324364538813,1.1004475312299067,1.1008147133099353,116
2024-10-03 13:30:00,1.1009435388142639,1.1008045293176505,1.1007382742478296,1.1007484992883074,879
2024-10-03 13:45:00,1.100763534177621,1.100889930223339,1.1004323233743154,1.100663315343633,281
2024-10-03 14:00:00,1.1019146314194124,1.1020601704369901,1.1018065793225553,1.1018767150960926,983
2024-10-03 14:15:00,1.101400696065978,1.101622485176519,1.1007337181536034,1.1012004868474645,635
2024-10-03 14:30:00,1.099830915572249,1.100648532004682,1.1002722979611843,1.1003715620308487,640
2024-10-03 14:45:00,1.1016005180614818,1.1018704483792605,1.101214884309093,1.1014649429975756,270
2024-10-03 15:00:00,1.1019402830019611,1.1023638601144798,1.1014729774458152,1.1020710981385866,508
2024-10-03 15:15:00,1.1011641341070166,1.1018463532253704,1.1014180437154337,1.101530260686388,839
2024-10-03 15:30:00,1.1003605916090724,1.100543170755817,1.0998900503914255,1.1002583510891675,477
2024-10-03 15:45:00,1.101054658760776,1.1015696416711946,1.100417034746136,1.1007799270517433,287
2024-10-03 16:00:00,1.1016320179758763,1.1018075030490662,1.1011577359627505,1.1016595076788018,957
2024-10-03 16:15:00,1.1008668002968718,1.1007316762245396,1.1005505196846213,1.1006762253874312,329
2024-10-03 16:30:00,1.1015784335019436,1.1015134851844002,1.1010444742936183,1.101255977850346,932
2024-10-03 16:45:00,1.101688376069736,1.101635486142842,1.101408662455722,1.1014253931790192,951
2024-10-03 17:00:00,1.100906611838422,1.100751310280419,1.1004111208587912,1.1005786189325477,218
2024-10-03 17:15:00,1.1011647550045522,1.1010529324507314,1.100993527888914,1.1010163295063378,255
2024-10-03 17:30:00,1.0994445532581467,1.100197491891847,1.0992678397326323,1.0994294665303663,883
2024-10-03 17:45:00,1.1002215212333863,1.1005707323656833,1.1002657123178419,1.1005419143957658,786
2024-10-03 18:00:00,1.1008826196591426,1.1012766141546542,1.1008810239095577,1.1009318321567685,564
2024-10-03 18:15:00,1.1002695833384515,1.1006491855850524,1.100014118308443,1.1004382326575146,203
2024-10-03 18:30:00,1.1023165264599946,1.101892834463644,1.1018489700980905,1.101882337916495,703
2024-10-03 18:45:00,1.1003198924290944,1.1008863097822716,1.1000838972991416,1.100355069591581,797
2024-10-03 19:00:00,1.1008787670146019,1.1010422161705813,1.100633467070468,1.100854126053245,894
2024-10-03 19:15:00,1.1012538236764764,1.1016872611686674,1.1007726986487052,1.1011435266012684,601
2024-10-03 19:30:00,1.101811521462465,1.1020151265538272,1.1014754079370124,1.1018028009731906,792
2024-10-03 19:45:00,1.1007072514771858,1.100536981301868,1.1001854998328275,1.1003682412690996,781
2024-10-03 20:00:00,1.1015472323644522,1.1018614845585157,1.1013440684073974,1.101671762236799,798
2024-10-03 20:15:00,1.1011382263983107,1.1013910712421513,1.1010043823723548,1.1010993049072633,274
2024-10-03 20:30:00,1.1004589479501221,1.100793985055927,1.100243512757268,1.1006074420672618,833
2024-10-03 20:45:00,1.101069251643705,1.1018043235619164,1.1012907410718573,1.1013332561459492,844
2024-10-03 21:00:00,1.1010833884544555,1.1014238834253842,1.1005099434106422,1.1012057422726367,773
2024-10-03 21:15:00,1.1008027046428928,1.1008843675929678,1.1006921166504842,1.1008101120023024,520
